PROLIFIC_PID,id,PID,date,timer_total,commitment,attention_01,attention_02,manip_check_01,manip_check_02,donation_decision,party,party_open,party_strength,party_closer,party_identity_strength_raw,party_identity_strength,party_preference,party_intensity,valence_democrats,valence_republicans,arousal_democrats,arousal_republicans,affpol_raw,affpol_weighted,bipartisan_support,social_polarization,ideology,democratic_support_raw,democratic_support,vote_election,vote_importance_raw,vote_importance,political_engagement_raw,political_engagement,health_general_raw,health_general,health_politics_raw,health_politics,stress_general_raw,stress_general,stress_politics_raw,stress_politics,depression_raw,depression,age,gender,gender_open,rururb01,rururb02,rururb02_open,rururb03,education,ethnicity01,ethnicity02,ethicity_open,income,bipartisanship_01,bipartisanship_02,friends_democrats,friends_republicans,dem_01,dem_02,dem_03,dem_04,dem_05,dem_06,dem_07,dem_01_r,dem_02_r,dem_03_r,dem_05_r,dem_06_r,dem_07_r,political_interest,political_discussion,political_follow,political_discussion_r,political_follow_r,health_politics_01,health_politics_02,health_politics_03,health_politics_04,health_politics_05,health_politics_06,health_politics_07,health_politics_08,health_politics_09,health_politics_10,PSS_01,PSS_02,PSS_03,PSS_04,PSS_05,PSS_06,PSS_07,PSS_08,PSS_09,PSS_10,PSS_04_r,PSS_05_r,PSS_07_r,PSS_08_r,depression_01,depression_02,depression_03,depression_04,depression_05,depression_06,depression_07,depression_08,max_boxes,easy50,easy65,hard80,hard95,work_total,work_voteall,work_voteurban,work_voterural,work_ingroup,work_outgroup,work_difference
108,R_7AEGffpO3ldXz1V,P250,24/10/2025 14:59,3052,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Donate,Republican,,Strong,NA,4,0.53465724666085,Republican,2,36,91,27,68,0.0602308362148808,-0.116077469953493,-1.16727723001818,0.48975502858878,87,32,0.646492353270151,Yes,7,0.482476139550158,12,1.00142389080157,5,1.41628400339539,44,1.14617557421032,5,-1.07010321513131,1,-0.639819685975378,0,-0.819028378488194,65,Woman,,City,City,,4,Postgraduate degree,White,NA,,"$150,000 or more",21,71,31,94,1,2,2,4,1,1,1,5,4,4,5,5,5,5,2,1,3,4,2,2,1,2,2,1,1,1,2,2,0,0,0,4,3,1,3,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,30,15,20,24,29,17,5,6,6,6,6,0
109,R_6Gu4FqFJp9fviMh,P191,24/10/2025 14:59,2147,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Donate,Republican,,Strong,NA,4,0.53465724666085,Republican,2,50,79,32,50,-0.803970124883079,-0.720869641616073,-0.890563746090923,-0.71264350983077,83,26,-0.383746797930411,Yes,6,-0.58254526479019,8,-0.799024492057357,4,0.148858679035552,40,0.721745227997611,19,0.722137095397723,0,-1.53918886720492,0,-0.819028378488194,58,Woman,,Suburb,Suburb,,1,4-year college degree,White,NA,,"$80,000 to $89,999",50,56,51,60,2,2,2,2,2,2,2,4,4,4,4,4,4,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,0,0,0,1,0,3,3,4,4,0,0,0,0,0,0,0,0,19,10,12,15,18,26,9,8,9,9,8,1
11,R_5ck0oxZuCvQM9wp,P155,24/10/2025 14:24,1144,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Donate,Democrat,,Strong,NA,3,-0.32368438716765,Democrat,2,65,1,32,60,0.35937732274879,0.149095698408996,0.35464693158175,-0.528634474244445,5,34,0.989905403670338,Yes,7,0.482476139550158,8,-0.799024492057357,4,0.148858679035552,27,-0.65765339719368,14,0.0820512702087835,2,0.259549495254163,2,-0.418584642984532,58,Man,,Suburb,Suburb,,2,4-year college degree,White,NA,,"$10,000 to $19,999",94,75,100,74,1,1,2,5,1,1,1,5,5,4,5,5,5,3,3,2,2,3,4,4,4,4,2,4,2,4,3,2,2,1,2,4,1,1,2,3,1,1,0,3,2,1,0,1,1,0,0,0,0,0,20,10,13,16,19,14,7,7,0,7,0,7
110,R_3PbXfgzyonM5jM5,P89,24/10/2025 15:00,1360,"Yes, I will",passed,passed,Republican,Democrats,Keep,Democrat,,Strong,NA,3,-0.32368438716765,Democrat,2,80,20,70,90,0.226423328733719,0.581822560612395,0.967369645992113,0.5689253027234,10,34,0.989905403670338,No,7,0.482476139550158,10,0.101199699372104,4,0.148858679035552,24,-0.975976156853208,15,0.210068435246571,2,0.259549495254163,9,0.982968431278284,65,Woman,,Suburb,Small-town,,2,High school,White,NA,,"$90,000 to $99,999",100,100,100,35,1,1,1,4,1,1,1,5,5,5,5,5,5,4,3,1,2,4,4,3,3,4,4,4,4,4,2,4,1,3,2,3,1,0,3,3,2,1,1,3,1,1,2,2,2,1,2,0,0,0,24,12,16,19,23,25,9,9,7,9,7,2
111,R_3rTkHRDGEMULEqD,P113,24/10/2025 15:00,1340,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Donate,Democrat,,Strong,NA,4,0.53465724666085,Democrat,2,84,21,78,57,0.326138824245022,0.505599832789329,0.275585936173961,-0.165873804088547,17,34,0.989905403670338,Yes,7,0.482476139550158,9,-0.348912396342627,4,0.148858679035552,27,-0.65765339719368,15,0.210068435246571,3,1.1589186764837,3,-0.218362775232701,51,Woman,,Small town,Small-town,,2,Postgraduate degree,White,NA,,"$70,000 to $79,999",79,86,86,43,1,1,1,4,1,1,1,5,5,5,5,5,5,3,2,2,3,3,4,5,4,4,2,4,2,2,2,4,1,1,3,3,3,2,3,3,2,2,1,1,1,1,0,0,1,1,1,0,0,0,19,10,12,15,18,25,8,8,9,8,9,-1
112,R_6wz7Vw9GpwXZv2i,P241,24/10/2025 15:00,1565,"Yes, I will",passed,passed,Republican,Democrats,Donate,Democrat,,Strong,NA,4,0.53465724666085,Democrat,2,75,0,70,50,0.725000806290234,0.737035730894347,-0.613850262163662,1.76730347565955,10,27,-0.212040272730317,Yes,7,0.482476139550158,10,0.101199699372104,3,-1.11856664532429,23,-1.08208374340638,20,0.850154260435511,3,1.1589186764837,1,-0.618806510736363,59,Woman,,City,City,,3,Postgraduate degree,Black or African-American,NA,,"$70,000 to $79,999",80,40,90,0,1,1,2,4,3,3,3,5,5,4,3,3,3,4,3,1,2,4,4,4,4,4,2,4,4,4,5,2,2,2,3,2,1,1,2,2,2,1,2,3,2,2,0,1,0,0,0,0,0,0,18,9,12,14,17,15,5,9,1,9,1,8
113,R_7KvqDORvRngdVtL,P259,24/10/2025 15:00,1112,"Yes, I will",passed,passed,Republican,Democrats,Donate,Republican,,Not very strong,NA,1,-2.04036765482465,Republican,1,50,50,10,10,-1.76788658149234,-1.39968707603147,-0.613850262163662,-0.737693479381178,80,28,-0.0403337475302235,Yes,6,-0.58254526479019,8,-0.799024492057357,3,-1.11856664532429,40,0.721745227997611,12,-0.173983059866792,1,-0.639819685975378,0,-0.819028378488194,51,Man,,Small town,Small-town,,1,4-year college degree,White,NA,,"$100,000 to $149,999",70,50,80,80,2,2,2,4,2,2,2,4,4,4,4,4,4,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,1,3,1,3,3,1,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,33,17,21,26,31,6,6,0,0,0,0,0
114,R_1mEjbqiav4zFS6q,P50,24/10/2025 15:00,1544,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Keep,Republican,,Strong,NA,4,0.53465724666085,Republican,2,27,96,38,85,0.525569815267628,0.469394207094377,0.137229194210331,-0.0545406060867369,97,19,-1.58569247433107,Yes,7,0.482476139550158,10,0.101199699372104,4,0.148858679035552,37,0.403422468338082,16,0.338085600284359,2,0.259549495254163,4,-0.0181409074808704,64,Man,,City,City,,4,4-year college degree,White,NA,,"$80,000 to $89,999",71,87,51,98,3,2,4,4,4,4,4,3,4,2,2,2,2,4,2,2,3,3,2,1,2,2,2,4,2,2,4,2,2,2,2,3,3,2,3,3,2,2,1,1,1,1,1,0,1,2,0,0,0,0,19,10,12,15,18,20,7,6,7,7,6,1
115,R_1Y3cJRM3dr0FcB6,P37,24/10/2025 15:01,1268,"Yes, I will",passed,passed,Republican,Other,Keep,Democrat,,Not very strong,NA,2,-1.18202602099615,Democrat,1,71,58,71,52,-1.33578610094336,-1.02407019344559,-0.969624741498712,-0.637493601179549,8,21,-1.24227942393088,No,4,-2.71258807347088,3,-3.04958497063101,2,-2.38599196968413,31,-0.233223050980975,21,0.978171425473299,0,-1.53918886720492,3,-0.218362775232701,37,Man,,City,City,,1,High school,Black or African-American,NA,,"$20,000 to $29,999",51,51,51,33,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,1,1,3,3,3,3,3,3,3,3,2,3,2,2,2,3,1,2,2,1,2,2,1,3,2,3,2,1,0,0,0,0,0,0,12,6,8,10,11,23,8,7,8,7,8,-1
116,R_6HoFzwknwZINysF,P193,24/10/2025 15:02,1715,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Donate,Democrat,,Not very strong,NA,3,-0.32368438716765,Democrat,1,81,40,70,30,-0.405108142837867,-0.403716823336357,0.295351185025909,-0.722539794097598,25,23,-0.898866373530692,Yes,6,-0.58254526479019,7,-1.24913658777209,4,0.148858679035552,41,0.827852814550787,21,0.978171425473299,2,0.259549495254163,6,0.382302828022791,36,Woman,,Suburb,Suburb,,3,Postgraduate degree,White,NA,,"$150,000 or more",86,80,77,70,2,2,4,4,2,3,4,4,4,2,4,3,2,3,3,3,2,2,2,2,2,2,1,2,3,1,2,2,2,2,2,3,2,3,2,2,2,3,1,2,2,2,1,1,2,1,1,0,0,0,15,8,10,12,14,13,3,4,6,4,6,-2
117,R_78Zh1lqbsfGt88F,P248,24/10/2025 15:02,2601,"Yes, I will",passed,passed,Independent,Both Democrats and Republicans,Keep,Democrat,,Strong,NA,3,-0.32368438716765,Democrat,2,83,28,80,29,0.0602308362148808,-0.0539602431286021,0.0186377010986479,-0.26731071782353,13,19,-1.58569247433107,Yes,6,-0.58254526479019,10,0.101199699372104,4,0.148858679035552,37,0.403422468338082,16,0.338085600284359,1,-0.639819685975378,1,-0.618806510736363,19,Woman,,City,City,,3,"College, but not degree",White,NA,,"$60,000 to $69,999",75,77,75,36,4,2,4,4,4,3,4,2,4,2,2,3,2,4,2,2,3,3,3,2,2,2,2,2,4,2,2,2,3,3,3,4,4,1,3,2,1,2,0,0,1,2,0,0,0,1,0,0,0,0,12,6,8,10,11,26,9,8,9,8,9,-1
118,R_7F53FfJxAC7vuPO,P252,24/10/2025 15:02,1282,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Donate,Republican,,Strong,NA,4,0.53465724666085,Republican,2,0,100,100,100,1.55596326888443,2.31650595190557,0.967369645992113,2.35489535400244,100,23,-0.898866373530692,Yes,7,0.482476139550158,10,0.101199699372104,5,1.41628400339539,29,-0.445438224087327,8,-0.686051720017944,2,0.259549495254163,1,-0.618806510736363,73,Woman,,Rural area,Rural,,4,High school,White,NA,,"$30,000 to $39,999",100,100,0,100,5,1,1,4,4,3,3,1,5,5,2,3,3,4,2,2,3,3,4,4,2,5,4,3,1,2,4,2,1,0,2,4,2,0,3,3,1,0,0,2,1,1,0,0,0,1,0,0,0,0,12,6,8,10,11,20,9,3,8,8,3,5
119,R_5OPptqZIFqATH5D,P147,24/10/2025 15:03,1370,"Yes, I will",passed,passed,Republican,Democrats,Donate,Democrat,,Not very strong,NA,2,-1.18202602099615,Democrat,1,64,38,55,36,-0.903685620394382,-0.757917205267052,-0.930094243794817,-0.685428728096995,31,28,-0.0403337475302235,Yes,7,0.482476139550158,7,-1.24913658777209,5,1.41628400339539,33,-0.0210078778746225,20,0.850154260435511,1,-0.639819685975378,13,1.78385590228561,23,Man,,City,City,,4,2-year college degree,Black or African-American,NA,,"$20,000 to $29,999",66,38,73,60,1,2,4,5,3,1,2,5,4,2,3,5,4,3,3,3,2,2,4,2,2,2,2,4,2,3,2,4,2,4,2,3,3,2,1,3,2,2,1,1,3,1,2,1,1,2,2,1,1,3,12,6,8,10,11,14,2,7,5,7,5,2
12,R_68RLW9XuhxLhIGJ,P187,24/10/2025 14:24,1119,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Donate,Democrat,,Strong,NA,3,-0.32368438716765,Democrat,2,60,10,60,70,-0.105961656303958,0.0980297391678539,0.275585936173961,1.49670195273849,20,33,0.818198878470245,Yes,7,0.482476139550158,8,-0.799024492057357,3,-1.11856664532429,25,-0.869868570300032,22,1.10618859051109,3,1.1589186764837,12,1.58363403453378,44,Woman,,Suburb,Suburb,,2,4-year college degree,White,NA,,"$40,000 to $49,999",90,75,100,15,1,2,1,5,2,1,1,5,4,5,4,5,5,3,4,1,1,4,5,4,4,4,2,4,4,4,2,2,2,2,3,1,1,2,3,2,2,2,3,3,1,2,3,2,1,3,0,1,2,0,36,18,23,29,34,12,6,6,0,6,0,6
120,R_5gVIj5nPnKk4b3b,P161,24/10/2025 15:03,1367,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Keep,Republican,,Strong,NA,5,1.39299888048935,Republican,2,11,100,27,88,1.19033978534298,0.748260462285454,-2.45201840539475,1.54958522178934,0,22,-1.07057289873079,Yes,7,0.482476139550158,8,-0.799024492057357,3,-1.11856664532429,20,-1.40040650306591,18,0.594119930359935,2,0.259549495254163,10,1.18319029903012,54,Woman,,City,City,,4,Postgraduate degree,Black or African-American,NA,,"$100,000 to $149,999",6,21,14,100,3,2,4,4,4,3,2,3,4,2,2,3,4,3,3,2,2,3,5,4,4,5,4,4,5,2,4,3,2,1,2,3,3,2,3,3,4,3,1,1,1,1,1,2,2,3,0,2,0,0,15,8,10,12,14,22,8,5,9,9,5,4
121,R_5mjKnSIxA3Aw0Le,P169,24/10/2025 15:03,994,"Yes, I will",passed,passed,Republican,Democrats,Keep,Democrat,,Strong,NA,2,-1.18202602099615,Democrat,2,69,10,51,87,0.193184830229952,0.364251982535068,0.49300367354538,0.232142378767924,19,35,1.16161192887043,Yes,7,0.482476139550158,13,1.4515359865163,4,0.148858679035552,28,-0.551545810640504,3,-1.32613754520688,1,-0.639819685975378,0,-0.819028378488194,36,Man,,Small town,Small-town,,3,4-year college degree,White,NA,,"$100,000 to $149,999",88,88,89,33,1,1,1,5,1,1,1,5,5,5,5,5,5,5,1,1,4,4,4,4,4,3,4,4,2,3,3,1,0,0,0,4,4,0,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,27,14,18,22,26,13,8,5,0,5,0,5
122,R_6CxqsMwYen1TIhY,P189,24/10/2025 15:03,2425,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Donate,Democrat,,Strong,NA,5,1.39299888048935,Democrat,2,100,5,100,9,1.38977077636559,0.0988772089691823,-2.98568012439733,1.76730347565955,0,31,0.474785828070057,Yes,7,0.482476139550158,13,1.4515359865163,3,-1.11856664532429,36,0.297314881784906,7,-0.814068885055732,1,-0.639819685975378,0,-0.819028378488194,52,Woman,,City,City,,5,4-year college degree,White,NA,,"$100,000 to $149,999",0,0,100,10,1,1,5,5,1,1,1,5,5,1,5,5,5,5,1,1,4,4,1,4,4,1,1,5,1,1,5,1,1,1,1,4,3,1,4,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,18,9,12,14,17,12,3,4,5,4,5,-1
123,R_1NO4px6vX5vsf3i,P27,24/10/2025 15:04,2128,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Keep,Democrat,,Strong,NA,4,0.53465724666085,Democrat,2,89,61,91,53,-0.837208623386846,-0.545555116961645,-0.356902027088349,-0.685428728096995,81,31,0.474785828070057,Yes,7,0.482476139550158,7,-1.24913658777209,5,1.41628400339539,46,1.35839074731667,0,-1.71018904032025,0,-1.53918886720492,0,-0.819028378488194,80,Man,,City,City,,4,Postgraduate degree,White,NA,,"$60,000 to $69,999",67,66,87,100,1,1,1,1,1,1,1,5,5,5,5,5,5,3,3,3,2,2,1,2,1,1,1,1,1,1,4,1,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,21,26,30,1,1,0,0,0,0,0
124,R_3G2QH1RIhBSW24k,P83,24/10/2025 15:04,2119,"Yes, I will",passed,passed,Republican,Republicans,Keep,Republican,,Strong,NA,5,1.39299888048935,Republican,2,36,93,46,86,0.126707833222416,0.24689577096181,-0.692911257571451,-0.737693479381178,95,31,0.474785828070057,Yes,7,0.482476139550158,7,-1.24913658777209,5,1.41628400339539,49,1.6767135069762,0,-1.71018904032025,0,-1.53918886720492,0,-0.819028378488194,58,Man,,City,City,,5,Postgraduate degree,White,NA,,"$60,000 to $69,999",59,57,100,100,1,1,1,1,1,1,1,5,5,5,5,5,5,4,3,4,2,1,1,1,1,1,1,2,1,1,1,1,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,18,23,29,34,1,1,0,0,0,0,0
125,R_3pf2IUkJllfwofp,P110,24/10/2025 15:04,2367,"Yes, I will",passed,passed,Republican,Both Democrats and Republicans,Donate,Democrat,,Strong,NA,2,-1.18202602099615,Democrat,2,75,1,67,82,0.691762307786467,0.96617446091276,0.967369645992113,-0.737693479381178,0,35,1.16161192887043,Yes,7,0.482476139550158,13,1.4515359865163,1,-3.65341729404398,39,0.615637641444435,11,-0.30200022490458,2,0.259549495254163,0,-0.819028378488194,63,Woman,,Small town,Small-town,,2,Postgraduate degree,White,NA,,"$10,000 to $19,999",100,100,100,100,1,1,1,5,1,1,1,5,5,5,5,5,5,5,1,1,4,4,3,4,2,3,3,1,1,2,1,1,1,2,1,4,2,0,2,3,2,0,0,2,2,1,0,0,0,0,0,0,0,0,22,11,14,18,21,26,9,8,9,8,9,-1
